input,output,bio_label
"We have instead chosen to employ Dewar 's AM1 semiempirical MO method : which works exceptionally well for oxidized sesquibicyclic hydrazines.1 ° These molecules are too large ( 24 heavy atoms , 38 light ) for practical geometry optimi- zation with the QCPE version of the program , but Clark 's con- siderably faster and improved vectorized VAMP program "" allows complete geometry optimization without imposing any symmetry.","We have instead chosen to employ Dewar 's AM1 semiempirical MO method : which works exceptionally well for oxidized sesquibicyclic hydrazines.1 ° These molecules are too large ( 24 heavy atoms , 38 light ) for practical geometry optimi- zation with the QCPE version of the program , but Clark 's con- siderably faster and improved vectorized VAMP program "" allows complete geometry optimization without imposing any symmetry.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Table I shows calculated energies for the conformations of Scheme 11.,Table I shows calculated energies for the conformations of Scheme 11.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Many distances and bond angles of rather similar sizes are involved in causing the energy differences between different conformations , and we are unable to pick out a few that allow rationalizing the energy differences in a simple manner .","Many distances and bond angles of rather similar sizes are involved in causing the energy differences between different conformations , and we are unable to pick out a few that allow rationalizing the energy differences in a simple manner .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"We report here the results of further studies on the palladium- catalyzed reaction of propargyl carbonates with indole bis- nucleophiles , in addition to new studies with oxindole bis- nucleophiles.","We report here the results of further studies on the palladium- catalyzed reaction of propargyl carbonates with indole bis- nucleophiles , in addition to new studies with oxindole bis- nucleophiles.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
The reactions are high - yielding and furnish the desired spirocyclic products under mild conditions and at low catalyst loadings.,The reactions are high - yielding and furnish the desired spirocyclic products under mild conditions and at low catalyst loadings.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Also described are the results of a study of enantioselective spirocyclization of propargyl carbonates with oxindole and indole substrates in the presence of chiral phosphine ligands .,Also described are the results of a study of enantioselective spirocyclization of propargyl carbonates with oxindole and indole substrates in the presence of chiral phosphine ligands .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
I ).,I ).,"['O', 'O']"
"In addition , comparisons of the SET - sensitized ( path a in Scheme I ) and direct - irradiation ( path b in Scheme I ) induced photoprocesses Of these systems demonstrated how the former method is superior in promoting photocyclization reactions in cases where the cu , @ -unsaturated ester and ketone excited states are too reactive to be quenched by intramolecular SET from the tethered amine donors or where diradicals produced as intermediates in the direct - irradiation processes undergo alternative fragmentation reactions rather than cyclization.","In addition , comparisons of the SET - sensitized ( path a in Scheme I ) and direct - irradiation ( path b in Scheme I ) induced photoprocesses Of these systems demonstrated how the former method is superior in promoting photocyclization reactions in cases where the cu , @ -unsaturated ester and ketone excited states are too reactive to be quenched by intramolecular SET from the tethered amine donors or where diradicals produced as intermediates in the direct - irradiation processes undergo alternative fragmentation reactions rather than cyclization.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
These investigations also showed that problems encountered with the use of the SET-photosensi- tization methodology and associated with the ready oxidation of slowly cyclizing a-amino radical intermediates can be avoided by the proper selection of photosensitizer and substituents on the amine functions.,These investigations also showed that problems encountered with the use of the SET-photosensi- tization methodology and associated with the ready oxidation of slowly cyclizing a-amino radical intermediates can be avoided by the proper selection of photosensitizer and substituents on the amine functions.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Finally , the synthetic potential of the SET-","Finally , the synthetic potential of the SET-","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"As outlined in Scheme 5 , we have also explored the reactions of phenyl disulﬁde 2a with several kinds of quinones.","As outlined in Scheme 5 , we have also explored the reactions of phenyl disulﬁde 2a with several kinds of quinones.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Adding an electron - donating group at the 3-position of 1,4-naphtho- quinone ( 1a ) , such as an alkyl substituent , aﬀords the thioether ( 3m ) with improved yield.","Adding an electron - donating group at the 3-position of 1,4-naphtho- quinone ( 1a ) , such as an alkyl substituent , aﬀords the thioether ( <Prod*3m*Prod> ) with improved yield.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'O', 'O', 'O']"
"Adding an electron - donating group at the 3-position of 1,4-naphtho- quinone ( 1a ) , such as an alkyl substituent , aﬀords the thioether ( 3m ) with improved yield.","Adding an electron - donating group at the 3-position of 1,4-naphtho- quinone ( 1a ) , such as an alkyl substituent , aﬀords the thioether ( <Prod*3m*Prod> ) with improved yield.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'O', 'O', 'O']"
"Adding an electron - donating group at the 3-position of 1,4-naphtho- quinone ( 1a ) , such as an alkyl substituent , aﬀords the thioether ( 3m ) with improved yield.","Adding an electron - donating group at the 3-position of 1,4-naphtho- quinone ( 1a ) , such as an alkyl substituent , aﬀords the thioether ( <Prod*3m*Prod> ) with improved yield.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'O', 'O', 'O']"
Whereas adding a phenyl group at the 3-position does not show much inﬂuence on the reaction ( 3n ).,Whereas adding a phenyl group at the 3-position does not show much inﬂuence on the reaction ( 3n ).,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"However , if the substrates bearing an electron-with- drawing substituent at the 2- or 4-position of the phenyl ring are used , the reaction yields are signiﬁcantly reduced ( 3o and 3q ).","However , if the substrates bearing an electron-with- drawing substituent at the 2- or 4-position of the phenyl ring are used , the reaction yields are signiﬁcantly reduced ( 3o and 3q ).","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
The presence of an electron - withdrawing substituent at the 3-position on the phenyl ring does not show much inﬂuence on the yield of the corresponding thioether ( 3p ).,The presence of an electron - withdrawing substituent at the 3-position on the phenyl ring does not show much inﬂuence on the yield of the corresponding thioether ( 3p ).,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"In contrast , the phenyl group which is bearing an electron - donating substituent","In contrast , the phenyl group which is bearing an electron - donating substituent","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"The addition of a series of nucleophiles to the nitroalkene 1 were examined , and the results are summarized in Scheme I1 and Table I.","The addition of a series of nucleophiles to the nitroalkene 1 were examined , and the results are summarized in Scheme I1 and Table I.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
All of the nucleophiles examined provided substituted phenyl thiolesters with good to excellent diastereoselectivities.,All of the nucleophiles examined provided substituted phenyl thiolesters with good to excellent diastereoselectivities.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
The de- termination of the configuration of the major diastereoisomer was accomplished either by conversion to known compounds or by solution of single - crystal X-ray data.,The de- termination of the configuration of the major diastereoisomer was accomplished either by conversion to known compounds or by solution of single - crystal X-ray data.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Products 6a-c were cleanly converted into the methyl esters 8a-c using methanolic mercuric acetate ( Scheme III ).,Products 6a-c were cleanly converted into the methyl esters 8a-c using methanolic mercuric acetate ( Scheme III ).,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
* The configuration of ether 8a was de- termined to be C-5(S) by comparison with authentic material prepared via the methylation of the known a-hydroxy methyl ester 9a5 using a vast excess of diazomethane solution in the presence of silica gel as c a t a l y ~ t .,* The configuration of ether 8a was de- termined to be C-5(S) by comparison with authentic material prepared via the methylation of the known a-hydroxy methyl ester 9a5 using a vast excess of diazomethane solution in the presence of silica gel as c a t a l y ~ t .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
~ Compound 8b was debenzylated by catalytic hydrogenolysis over palladium black to afford 9a ( 89 % ).,~ Compound 8b was debenzylated by catalytic hydrogenolysis over palladium black to afford <Prod*9a*Prod> ( 89 % ).,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'O', 'O', 'O']"
~ Compound 8b was debenzylated by catalytic hydrogenolysis over palladium black to afford 9a ( 89 % ).,~ Compound 8b was debenzylated by catalytic hydrogenolysis over palladium black to afford <Prod*9a*Prod> ( 89 % ).,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'O', 'O', 'O']"
~ Compound 8b was debenzylated by catalytic hydrogenolysis over palladium black to afford 9a ( 89 % ).,~ Compound 8b was debenzylated by catalytic hydrogenolysis over palladium black to afford <Prod*9a*Prod> ( 89 % ).,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'O', 'O', 'O']"
Determination of the configuration of 8c was accomplished by reduction of the known azide 9b5 by hydrogenation over palladium and subsequent toluene-4-sulfonylation to give an authentic sample of 8c ( 71 % ).,Determination of the configuration of 8c was accomplished by reduction of the known azide 9b5 by hydrogenation over palladium and subsequent toluene-4-sulfonylation to give an authentic sample of 8c ( 71 % ).,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Finally an X-ray crystallographic structural study of the major succinimide adduct established its structure as the C-5 ( R ) isomer ( Figure 2 ).,Finally an X-ray crystallographic structural study of the major succinimide adduct established its structure as the C-5 ( R ) isomer ( Figure 2 ).,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1 ° It is clear from these results that both succinimide and phthalimide showed opposite stereochemical bias to alkoxide nucleophiles and toluene-4-sulfonamide .,1 ° It is clear from these results that both succinimide and phthalimide showed opposite stereochemical bias to alkoxide nucleophiles and toluene-4-sulfonamide .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"The new Fe(porphyrin)(NO) complexes la-f are readily prepared by reductive nitrosylation of the corresponding Fe- (porphyrin)Cl complexes by treating them with nitric oxide in the presence of excess methanol and 2,6-lutidine.I1 The characteristic data collected in Table 1 are typical of paramag- netic ferrous nitrosyl adducts , in which the nitric oxide adopts a bent geometry and the iron is five coordinate.I2 The only significantly variable type of data for la-f in Table 1 is the potential of the Fe(II) / Fe(III) couple , which increases by -500 mV upon incorporation of more electron - withdrawing substit- uents on the aryl ring or the porphyrin ring.","The new <Prod*Fe(porphyrin)(NO)*Prod> complexes <Prod*la-f*Prod> are readily prepared by reductive nitrosylation of the corresponding Fe- (porphyrin)Cl complexes by treating them with nitric oxide in the presence of excess methanol and 2,6-lutidine.I1 The characteristic data collected in Table 1 are typical of paramag- netic ferrous nitrosyl adducts , in which the nitric oxide adopts a bent geometry and the iron is five coordinate.I2 The only significantly variable type of data for la-f in Table 1 is the potential of the Fe(II) / Fe(III) couple , which increases by -500 mV upon incorporation of more electron - withdrawing substit- uents on the aryl ring or the porphyrin ring.","['O', 'O', 'B-Prod', 'O', 'B-Prod', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"The new Fe(porphyrin)(NO) complexes la-f are readily prepared by reductive nitrosylation of the corresponding Fe- (porphyrin)Cl complexes by treating them with nitric oxide in the presence of excess methanol and 2,6-lutidine.I1 The characteristic data collected in Table 1 are typical of paramag- netic ferrous nitrosyl adducts , in which the nitric oxide adopts a bent geometry and the iron is five coordinate.I2 The only significantly variable type of data for la-f in Table 1 is the potential of the Fe(II) / Fe(III) couple , which increases by -500 mV upon incorporation of more electron - withdrawing substit- uents on the aryl ring or the porphyrin ring.","The new <Prod*Fe(porphyrin)(NO)*Prod> complexes <Prod*la-f*Prod> are readily prepared by reductive nitrosylation of the corresponding Fe- (porphyrin)Cl complexes by treating them with nitric oxide in the presence of excess methanol and 2,6-lutidine.I1 The characteristic data collected in Table 1 are typical of paramag- netic ferrous nitrosyl adducts , in which the nitric oxide adopts a bent geometry and the iron is five coordinate.I2 The only significantly variable type of data for la-f in Table 1 is the potential of the Fe(II) / Fe(III) couple , which increases by -500 mV upon incorporation of more electron - withdrawing substit- uents on the aryl ring or the porphyrin ring.","['O', 'O', 'B-Prod', 'O', 'B-Prod', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"The new Fe(porphyrin)(NO) complexes la-f are readily prepared by reductive nitrosylation of the corresponding Fe- (porphyrin)Cl complexes by treating them with nitric oxide in the presence of excess methanol and 2,6-lutidine.I1 The characteristic data collected in Table 1 are typical of paramag- netic ferrous nitrosyl adducts , in which the nitric oxide adopts a bent geometry and the iron is five coordinate.I2 The only significantly variable type of data for la-f in Table 1 is the potential of the Fe(II) / Fe(III) couple , which increases by -500 mV upon incorporation of more electron - withdrawing substit- uents on the aryl ring or the porphyrin ring.","The new <Prod*Fe(porphyrin)(NO)*Prod> complexes <Prod*la-f*Prod> are readily prepared by reductive nitrosylation of the corresponding Fe- (porphyrin)Cl complexes by treating them with nitric oxide in the presence of excess methanol and 2,6-lutidine.I1 The characteristic data collected in Table 1 are typical of paramag- netic ferrous nitrosyl adducts , in which the nitric oxide adopts a bent geometry and the iron is five coordinate.I2 The only significantly variable type of data for la-f in Table 1 is the potential of the Fe(II) / Fe(III) couple , which increases by -500 mV upon incorporation of more electron - withdrawing substit- uents on the aryl ring or the porphyrin ring.","['O', 'O', 'B-Prod', 'O', 'B-Prod', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
