documentId,Paragraph,Compound
US04481142,"A solution of 14.5 g (42 mmole) of 9-chloro-7-(2-chlorophenyl)-6,7-dihydro-5H-pyrmido[5,4-d][2]benzazepine, 14.5 g (76 mmols) of p-toluene-sulfonyl chloride, 30 ml of pyridine and 0.3 g of 4-dimethylaminopyridine in 300 ml of methylene chloride was stirred at room temperature for 24 hr. The mixture was washed with an excess of dilute ice cold hydrochloric acid and dilute aqueous sodium hydroxide. The methylene chloride solution was dried over anhyrous sodium sulfate and concentrated at reduced pressure to dryness. The residue crystallized from a mixture of methylene chloride and ether to give the product as a white solid, mp 200°-201° C. Recrystallization from a mixture of ether and methylene chloride gave the pure product as colorless prisms, mp 200°-201° C.","9-chloro-7-(2-chlorophenyl)-6,7-dihydro-5H-pyrmido[5,4-d][2]benzazepine | p-toluene-sulfonyl chloride | pyridine | 4-dimethylaminopyridine | methylene chloride | ice | sodium hydroxide | methylene chloride | sodium sulfate | methylene chloride | ether | product"
US08703758B2,"To a mixture of 4-(cyclopropylmethoxy)-1-methyl-2-nitrobenzene (66.4 g) and a solution of N-bromosuccinimide (68.4 g) in ethyl acetate (1.0 L) was added 2,2′-azobis(2-methylpropionitrile) (2.63 g) in 5 portions at 90° C. The reaction mixture was stirred at 90° C. overnight. To the reaction mixture were added N-bromosuccinimide (34.2 g) and 2,2′-azobis(2-methylpropionitrile) (1.32 g) at 90° C. The mixture was allowed to cool to room temperature, concentrated under reduced pressure and left standing overnight. The resulting crystals were collected by filtration, washed with methanol, and dried under reduced pressure to give the title compound (49.9 g).","4-(cyclopropylmethoxy)-1-methyl-2-nitrobenzene | N-bromosuccinimide | ethyl acetate | 2,2′-azobis(2-methylpropionitrile) | N-bromosuccinimide | 2,2′-azobis(2-methylpropionitrile) | methanol | title compound"
US20100160334A1,"A solution of (±)-2′-oxo-1,1′,2′,3-tetrahydrospiro[indene-2,3′-indole]-5-carboxylic acid from Step B (65.0 mg, 0.233 mmol), diphenylphosphoryl azide (0.060 mL, 0.279 mmol), and triethylamine (0.039 mL, 0.279 mmol) in t-BuOH (5 mL) was heated to reflux for 3 h. The reaction mixture was concentrated in vacuo. The crude product was purified by silica gel chromatography, eluting with a gradient of hexane:EtOAc-100:0 to 50:50, to give the title compound. MS: m/z=295 (M−C4H7).","(±)-2′-oxo-1,1′,2′,3-tetrahydrospiro[indene-2,3′-indole]-5-carboxylic acid | diphenylphosphoryl azide | triethylamine | t-BuOH | crude product | silica gel | hexane | EtOAc | title compound"
US20060178359A1,"To a mixed solution of methyl 8-[4-(2-butoxyethoxy)phenyl]-2,3,3a,4-tetrahydro-1H-pyrrolo[1,2-a][1]benzazepine-5-carboxylate (0.90 g) in ethanol (30 ml) and THF (10 ml) was added a 1 N sodium hydroxide acetic acid solution (4.0 ml) at room temperature. The mixture was stirred at 60° C. for 20 hours and cooled to 0° C. 1 N Hydrochloric acid (4.0 ml) was added thereto and the mixture was extracted with ethyl acetate. The organic layer was washed with saturated brine, and dried over magnesium sulfate. After concentration under reduced pressure, the precipitated crystals were collected by filtration. The crystals were washed with hexane to give 8-[4-(2-butoxyethoxy)phenyl]-2,3,3a,4-tetrahydro-1H-pyrrolo[1,2-a][1]benzazepine-5-carboxylic acid (794 mg) as yellow crystals.","methyl 8-[4-(2-butoxyethoxy)phenyl]-2,3,3a,4-tetrahydro-1H-pyrrolo[1,2-a][1]benzazepine-5-carboxylate | ethanol | THF | sodium hydroxide acetic acid | Hydrochloric acid | ethyl acetate | brine | magnesium sulfate | hexane | 8-[4-(2-butoxyethoxy)phenyl]-2,3,3a,4-tetrahydro-1H-pyrrolo[1,2-a][1]benzazepine-5-carboxylic acid"
US06316445B1,"Combine (S)-4-benzyl-3-(2-(3,4-dichlorophenyl)pent-4-enoyl)-2-oxazolidinone (13.7 g, 34.0 mol), tetrahydrofuran (300 mL), and water (60 mL). Cool in an ice bath. Add lithium hydroxide hydrate (1.7 g, 71.0 mmol) and an aqueous solution of hydrogen peroxide (12 mL, 30% 140 mmol). After 2 hours, quench by the addition of an aqueous 10% sodium thiosulfate solution (100 mL). Add an aqueous 1 M sodium hydroxide solution and extract twice with diethyl ether. Cool the aqueous layer in an ice bath, acidify with an aqueous concentrated hydrochloric acid solution (about 20 mL), and extract twice with dichloromethane. Combine the organic layers, dry over MgSO4, filter, and evaporate in vacuo to give (S)-2-(3,4-dichlorophenyl)pent-4-enoic acid.","(S)-4-benzyl-3-(2-(3,4-dichlorophenyl)pent-4-enoyl)-2-oxazolidinone | tetrahydrofuran | water | ice | lithium hydroxide hydrate | hydrogen peroxide | sodium thiosulfate | sodium hydroxide | diethyl ether | ice | dichloromethane | MgSO4 | (S)-2-(3,4-dichlorophenyl)pent-4-enoic acid"
US09012462B2,"A mixture of 3,6-dichloro-N-[2-(propan-2-ylsulfonyl)phenyl]-1,2,4-triazin-5-amine (prepared as in Example 106: 0.7 mmol), 4-(1-ethyl-4-oxido-1,4-azaphosphinan-4-yl)-2-methoxyaniline (0.7 mmol) and camphorsulfonic acid (0.7 equiv.), is refluxed for 20-48 hours in 2-propanol. The reaction mixture is allowed to cool to room temperature, dissolved in dichloromethane and washed with an aqueous solution of Na2CO3. The dichloromethane extract is dried over MgSO4 and evaporated. The crude product is purified by Prep-HPLC.","3,6-dichloro-N-[2-(propan-2-ylsulfonyl)phenyl]-1,2,4-triazin-5-amine | 4-(1-ethyl-4-oxido-1,4-azaphosphinan-4-yl)-2-methoxyaniline | camphorsulfonic acid | 2-propanol | dichloromethane | Na2CO3 | dichloromethane | MgSO4 | crude product"
US20150038438A1,"To a suspension of methyl 1-(2,4-dimethoxybenzyl)-4-hydroxy-10-(hydroxymethyl)-9-methyl-2-oxo-2,5,6,9-tetrahydro-1H-pyrido[2′,3′:4,5]oxepino[3,2-f]indole-3-carboxylate (1.3 g, 2.5 mmol) in EtOAc (25 mL) was added LiI (1.0 g, 7.5 mmol). The resulting solution was heated at 60° C. for 3 hrs and then cooled to room temperature, poured into 1M HCl, and extracted with CH2Cl2 (2×50 mL). The combined organic extracts were dried over Na2SO4, filtered, and concentrated to afford a product (1.25 g, 98%) as an off-white solid.","methyl 1-(2,4-dimethoxybenzyl)-4-hydroxy-10-(hydroxymethyl)-9-methyl-2-oxo-2,5,6,9-tetrahydro-1H-pyrido[2′,3′:4,5]oxepino[3,2-f]indole-3-carboxylate | EtOAc | LiI | HCl | CH2Cl2 | Na2SO4 | product"
US20160221945A1,"DIBAL-H (17 mL, 119.53 mmol, 1M in hexanes, 3.00 equiv) was added dropwise into a solution of methyl 4-(6-methylpyrimidin-4-yl)bicyclo[2.2.2]octane-1-carboxylate (1.5 g, 5.76 mmol, 1.00 equiv) in dichloromethane (150 mL) at −78° C. under nitrogen. The resulting solution was stirred for 3 h at −78° C. The reaction was then quenched by sodium hydroxide (1N). The solids were filtered out. The filtrate was dried over anhydrous sodium sulfate and concentrated under vacuum. This resulted in the title compound (1.1 g, 82%) as a white solid.",DIBAL-H | methyl 4-(6-methylpyrimidin-4-yl)bicyclo[2.2.2]octane-1-carboxylate | dichloromethane | nitrogen | sodium hydroxide | sodium sulfate | title compound
US20040053942A1,"4-Fluoroiodobenzene (112 mL, 0.97 mol) and triethylamine (176 mL, 1.26 mol) are dissolved in dry THF (1.2L) and nitrogen gas was bubbled through the solution for about 20 min. Copper (I) iodide (1.08 g-, 5.7 mmol) and bis(triphenyphosphine)palladium dichloride (2.15 g, 3 mmol) are added and then trimethylsilylacetylene (178 mL, 1.3 mol) was added dropwise over about 40 min with the temperature being maintained at about 23° C. A large amount of precipitate forms (presumably Et3NHCl) which necessitates mechanical stirring. Following complete addition of the trimethylsilylacetylene the mixture was allowed to stir at room temperature for about 18 h. The mixture was filtered and the solid washed with cyclohexane. The combined filtrates are concentrated under reduce pressure to give a brown oil. Application of this oil to a pad of silica gel followed by elution with cyclohexane gave a yellow solution. Removal of the solvent gave the title compound as a yellow oil; 182.8 g (95%).",4-Fluoroiodobenzene | triethylamine | THF | nitrogen | Copper (I) iodide | bis(triphenyphosphine)palladium dichloride | trimethylsilylacetylene | trimethylsilylacetylene | cyclohexane | silica gel | cyclohexane | title compound
US20090099177A1,"1M TBAF in THF (1.03 mL, 1.03 mmol) added dropwise to a solution of 6-[(5-chloro-2-{[(4-chloro-2-fluorophenyl)methyl]oxy}phenyl)methyl]-2-pyridinecarbaldehyde (266.8 mg, 0.68 mmol) and TMSCF3 [trimethyl(trifluoromethyl)silane, 151 μL, 1.02 mmol] in THF at 0° C. Stirred for 2 days at room temperature then left to stand for 1 day. Diluted with Et2O and washed with water, dried (Na2SO4), filtered and evaporated. Purified on 10 g SPE silica cartridge with hexane+EtOAc (5-10%) as eluent to give the title compound (148.8 mg, 47%).",TBAF | THF | 6-[(5-chloro-2-{[(4-chloro-2-fluorophenyl)methyl]oxy}phenyl)methyl]-2-pyridinecarbaldehyde | TMSCF3 | THF | Et2O | water | Na2SO4 | silica | title compound
US07592331B2,"Using a procedure analogous to that used to prepare 2D, 36E (183 mg, 0.52 mmol) was reacted with 3-aminobenzamide and glyoxylic acid monohydrate to afford 36F (95 mg, 37%) as a yellow film. MS (ESI) m/z 500.3 (M+H)+.",2D | 36E | 3-aminobenzamide | glyoxylic acid monohydrate | 36F
US08003298B2,"As shown in Reaction Scheme 2, para-cresol (p-CH3C6H4OH) is reacted with butadiene (C4H6) to form 3-(but-3-enyl)-4-methylphenol.",para-cresol | butadiene | 3-(but-3-enyl)-4-methylphenol
US06495552B2,"A solution of 4-(8,8-dimethyl-5-oxo-5,6,7,8-tetrahydro-naphthalene-2-ylethynyl)-benzoic acid ethyl ester (Intermediate 14, 0.14 g, 0.4 mmol) in 3 mL of dichloromethane and 2 mL of acetonitrile was treated with cyclopropyl amine(1 mL, 14.45 mmol). After 5 minutes, acetic acid (1 mL) was added followed by sodium cyanoborohydride (0.13 g, 2 mmol). The reaction was stirred overnight at ambient temperature. It was then diluted with water and saturated aqueous sodium carbonate solution and extracted with dichloromethane (×2). The combined organic extract was dried over anhydrous sodium sulfate, filtered and evaporated in vacuo to an oil. Flash column chromatography over silica gel (230-400 mesh) using 20% ethyl acetate in hexane as the eluent afforded the title compound (0.1 g, 62%) as a pale yellow solid.","4-(8,8-dimethyl-5-oxo-5,6,7,8-tetrahydro-naphthalene-2-ylethynyl)-benzoic acid ethyl ester | Intermediate 14 | dichloromethane | acetonitrile | cyclopropyl amine | acetic acid | sodium cyanoborohydride | water | sodium carbonate | dichloromethane | sodium sulfate | title compound"
US06514968B1,"6-Chloro-1,2,3,9-tetrahydro-4H-carbazol-4-one (0.4010 g, 0.0018 mol) is added to a slurry of pentane-washed NaH (0.0902 g, 0.0023 mol) in DMF (2 mL) and after stirring for 27 min, benzyl bromide (0.26 mL, 0.0022 mol) is added. After stirring for 2.5 h at room temperature, the mixture is partitioned between aq. sodium bicarbonate and ethyl acetate. The combined organic layers are dried over sodium sulfate and concentrated to dryness. The resulting solids are chromatographed on silica gel (200 mL) using dichloromethane/heptane (60/40 and 100/0) to give 0.5158 g (91%) of the title compound. An aliquot (0.0625 g) is recrystallized from ethyl acetate/heptane to give 0.0415 g of product; mp 196.5-197° C.; MS (ESI+) for C19H16ClNO m/z 310.1 (M+H)+; 1H NMR (CDCl3) δ2.24, 2.58, 2.87, 5.31, 6.99, 7.16, 7.29, 8.28. Anal. Calcd for C19H16ClNO: C, 73.66; H, 5.20; N, 4.52. Found: C, 73.18; H, 5.19; N, 4.58.","6-Chloro-1,2,3,9-tetrahydro-4H-carbazol-4-one | pentane | NaH | DMF | benzyl bromide | sodium bicarbonate | ethyl acetate | sodium sulfate | silica gel | title compound"
US08541592B2,"A mixture of 1-benzoyl-3-((1R,2S,4R)-5,5-difluorobicyclo-[2.2.1]heptan-2-yl)thiourea (˜1.80 mmol) and potassium carbonate (1.49 g, 10.8 mmol) in methanol (5.0 mL), water (2.5 mL), and tetrahydrofuran (2.5 mL) was stirred at ambient temperature for 2 h. The reaction mixture was concentrated in vacuo, and the residue was partitioned between EtOAc and water. The organic portion was washed with brine, conc. in vacuo, and purified by flash column chromatography (0 to 65% of ethyl acetate in hexanes) to give the title compound as a white solid. MS m/z: 207.0 (M+H)+.","1-benzoyl-3-((1R,2S,4R)-5,5-difluorobicyclo-[2.2.1]heptan-2-yl)thiourea | potassium carbonate | methanol | water | tetrahydrofuran | EtOAc | water | brine | ethyl acetate | hexanes | title compound"
US20100234351A1,"Using 2-chloro-4-nitrobenzoic acid (791 mg), thionyl chloride (0.50 mL), N,N-dimethylformamide (one drop), tetrahydrofuran (13 mL), (3S)-3-isobutoxypyrrolidine hydrochloride (707 mg) and triethylamine (1.7 mL), a similar reaction as in Example 192 (i) was carried out to give the title compound (819 mg) as a colorless oil.","2-chloro-4-nitrobenzoic acid | thionyl chloride | N,N-dimethylformamide | tetrahydrofuran | (3S)-3-isobutoxypyrrolidine hydrochloride | triethylamine | title compound"
US20160002225A1,"At 0° C., to a solution of (R)-4-(1-(4-methoxybenzyl)-3-(1-propionylpyrrolidin-3-ylamino)-1H-pyrazolo[3,4-b]pyridin-4-ylamino)benzoic acid (547-4) (140 mg, 0.27 mmol) and 4-(trifluoromethyl)pyridin-2-amine (118 mg, 0.72 mmol) in anhydrous pyridine (4 mL) was added POCl3 (0.11 mL, 1.2 mmol) dropwise. After stirred at 0° C. for 30 min, the reaction mixture was quenched with sat. NaHCO3 solution (10 mL) and extracted with 15% i-PrOH in DCM (10 mL×3). The combined organic phase was washed with brine, dried over Na2SO4, filtered and concentrated under reduced pressure to give the crude product which was purified by flash chromatography (0 to 10% MeOH in DCM) to afford (R)-4-(1-(4-methoxybenzyl)-3-(1-propionylpyrrolidin-3-ylamino)-1H-pyrazolo[3,4-b]pyridin-4-ylamino)-N-(4-(trifluoromethyl)pyridin-2-yl)benzamide (547-5) (42 mg, 23% yield) as a light yellow oil. LC-MS (ESI): m/z (M+1) 659.1.","(R)-4-(1-(4-methoxybenzyl)-3-(1-propionylpyrrolidin-3-ylamino)-1H-pyrazolo[3,4-b]pyridin-4-ylamino)benzoic acid | 4-(trifluoromethyl)pyridin-2-amine | pyridine | POCl3 | NaHCO3 | i-PrOH | DCM | brine | Na2SO4 | crude product | MeOH | DCM | (R)-4-(1-(4-methoxybenzyl)-3-(1-propionylpyrrolidin-3-ylamino)-1H-pyrazolo[3,4-b]pyridin-4-ylamino)-N-(4-(trifluoromethyl)pyridin-2-yl)benzamide"
US20140271460A1,"To tert-butyl N-[2-[2-chloro-6-(diethoxymethyl)-5-(o-tolyl)pyrrolo[2,3-d]pyrimidin-7-yl]ethyl]carbamate (0.85 g, 1.74 mmole) in AcOH (10 mL) was added water (1.5 mL). The reaction was stirred at room temperature for 16 hrs. The crude reaction was then concentrated under vacuum. After the addition of ethyl acetate (50 mL), the organic layer was washed with satd. NaHCO3. The organic layer was dried with magnesium sulfate and then concentrated under vacuum to afford the crude intermediate, tert-butyl N-[2-[2-chloro-6-formyl-5-(o-tolyl)pyrrolo[2,3-d]pyrimidin-7-yl]ethyl]carbamate. To this crude intermediate in DMF (5 mL) was added oxone (1.3 g). After stirring for 2.5 hrs, water (20 mL) and ethyl acetate (100 mL) were added. The organic layer was separated, dried and then concentrated under vacuum to afford the crude product which was columned over silica gel using hexane/ethyl acetate (0-50%) to afford 7-[2-(tert-butoxycarbonylamino)ethyl]-2-chloro-5-(o-tolyl)pyrrolo[2,3-d]pyrimidine-6-carboxylic acid (0.112 g). LCMS (ESI) 431 (M+H).","tert-butyl N-[2-[2-chloro-6-(diethoxymethyl)-5-(o-tolyl)pyrrolo[2,3-d]pyrimidin-7-yl]ethyl]carbamate | AcOH | water | ethyl acetate | magnesium sulfate | crude intermediate | tert-butyl N-[2-[2-chloro-6-formyl-5-(o-tolyl)pyrrolo[2,3-d]pyrimidin-7-yl]ethyl]carbamate"
US04766125,"A mixture of 12.8 parts of N1 -(2,6-dimethylphenyl)-4-(phenylmethyl)-1,2-piperazinediacetamide and 120 parts of methanol was hydrogenated at normal pressure and at room temperature with 2 parts of palladium-on-charcoal catalyst 10%. After the calculated amount of hydrogen was taken up, the catalyst was filtered off and the filtrate was evaporated. The oily residue was crystallized from acetonitrile, yielding 7.7 parts (97.5%) of N1 -(2,6-dimethylphenyl)-1,2-piperazinediacetamide; mp. 171.9° C. (intermediate 72).","12.8 | N1 -(2,6-dimethylphenyl)-4-(phenylmethyl)-1,2-piperazinediacetamide | methanol | palladium-on-charcoal | hydrogen | acetonitrile | N1 -(2,6-dimethylphenyl)-1,2-piperazinediacetamide"
US07244725B2,"To 1.98 g (3.8 mmol) of compound 5 in 15 mL of CH2Cl2 is added 6.5 mL of trifluoroacetic acid. The mixture is stirred under a nitrogen atmosphere for 1 h and then concentrated. The resulting residue is taken up in ethyl acetate and washed twice with 10% Na2CO3 and once with 1 N NaHCO3. The organic layer is dried over anhydrous Na2SO4, filtered, and concentrated to afford 1.6 g (quant.) of a pale yellow oil (free base of 6), which is generally carried on in the next step without characterization. The yellow oil may be dissolved in ether and treated with ethereal HCl to precipitate (dihydrochloride 6 as a white solid after trituration with ether: 1H NMR (CDCl3+CD3OD drop) δ 7.55 (s, 1H), 7.45–7.15 (m, 3H), 6.85 (m, 2H), 6.75 (m, 1H), 4.4 (d, J=9.5 Hz, 1H), 3.82 (m, 1H), 2.97 (m, 2H), 2.81 (dd, J=8, 14 Hz, 1H), 2.65 (m, 2H), 2.5 (obscured by water) 2.26 (m, 1H), 2.13 (m, 2H), 1.79 (m, 2H), 1.59 (m, 1H), 1.45–1.25 (m, 3H), 1.28 (d, J=7 Hz, 6H); MS (CI) m/z 417.3 (MH+).",compound 5 | CH2Cl2 | trifluoroacetic acid | nitrogen | Na2CO3 | NaHCO3 | Na2SO4 | ether | HCl | dihydrochloride | ether
US04304770,"2-(3-Chloro-4-hydroxyphenyl)glyoxylic acid (2.0 g.) and O-(1-t-butoxycarbonylethyl)hydroxylamine (3.2 g.) were reacted according to a similar manner to that of Preparation (5-7) to give 2-(1-t-butoxycarbonylethoxyimino)-2-(3-chloro-4-hydroxyphenyl)acetic acid (syn isomer) (3.3 g.), mp 148° to 151° C.",2-(3-Chloro-4-hydroxyphenyl)glyoxylic acid | O-(1-t-butoxycarbonylethyl)hydroxylamine | (5-7) | 2-(1-t-butoxycarbonylethoxyimino)-2-(3-chloro-4-hydroxyphenyl)acetic acid
US09096600B2,"A mixture of methyl 3′-acetyl-5′-chloro-4-fluoro-2′-methoxy-6′-methylbiphenyl-3-carboxylate (50 mg, 0.1 mmol) and 7.0 M ammonia in methanol (2.0 mL, 14 mmol) was heated at 90° C. in a sealed tube overnight. After evaporating the mixture to dryness, the residue was used directly in next step. LCMS calculated for C17H16ClFNO3 (M+H)+: m/z=336.1. found: 336.0.",methyl 3′-acetyl-5′-chloro-4-fluoro-2′-methoxy-6′-methylbiphenyl-3-carboxylate | ammonia | methanol
US20060281794A1,"A solution of 3′-(N-aminocarbamimidoyl)-4′-[3-(3-trifluoromethyl-phenyl)-ureido]-biphenyl-4-carboxylic acid dimethylamide (322 mg) and triethylamine (212 microlitres) dissolved in dichloromethane (5 ml) at -50° C. was treated with a solution of triphosgene (236 mg) in dichloromethane (5 ml). The mixture was stirred for 2.5 hrs at ambient temperature and poured into water. After adjusting to pH 7 with aq. sodium bicarbonate, the mixture was extracted with EtOAc. The organic layers were dried over Na2SO4, filtered and concentrated. Column chromatography on silica afforded 3′-(5-Oxo-4,5-dihydro-1H-[1,2,4]triazol-3-yl)-4′-[3-(3-trifluromethyl-phenyl)-ureido]-biphenyl-4-carboxylic acid dimethylamide as a white solid. Mp.=212° C.","3′-(N-aminocarbamimidoyl)-4′-[3-(3-trifluoromethyl-phenyl)-ureido]-biphenyl-4-carboxylic acid dimethylamide | triethylamine | dichloromethane | triphosgene | dichloromethane | water | sodium bicarbonate | EtOAc | Na2SO4 | silica | 3′-(5-Oxo-4,5-dihydro-1H-[1,2,4]triazol-3-yl)-4′-[3-(3-trifluromethyl-phenyl)-ureido]-biphenyl-4-carboxylic acid dimethylamide"
